region_name,country_name,reporting_year,reporting_level,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,reporting_gdp
Latin America & Caribbean,Argentina,2005,urban,0.026837500489,0.00891236282,0.00471740219,0.014379452131,21.803297461731,14.883712135723,0.426073435783,0.478103869315,11141.3106718375
Latin America & Caribbean,Argentina,2006,urban,0.021735890893,0.007930970659,0.004316654106,0.012717615467,24.171071651761,17.003905489617,0.405039389206,0.464445569392,11913.9585322637
Latin America & Caribbean,Argentina,2007,urban,0.017975101322,0.006503314926,0.003770600477,0.011202313017,24.932443048139,17.5833188486,0.397994685054,0.462826777285,12857.0925770961
Latin America & Caribbean,Argentina,2008,urban,0.016375881253,0.006083494393,0.003454184223,0.010210676458,25.518639707929,18.386514688128,0.377289485711,0.449868295686,13246.6348917152
Latin America & Caribbean,Argentina,2009,urban,0.015534867224,0.005261335535,0.002872910243,0.008696888119,26.410484782155,19.652662053021,0.357628634355,0.437590003805,12336.8619385237
Latin America & Caribbean,Argentina,2010,urban,0.007465409302,0.002880128262,0.001745349098,0.00515963208,27.218482472128,20.200412016773,0.347134198346,0.436765980546,13551.3391940229
Latin America & Caribbean,Argentina,2011,urban,0.007113769615,0.002802583868,0.001688998735,0.00491156719,28.951712483965,21.535973047294,0.330135952904,0.427379566726,14200.2698890608
Latin America & Caribbean,Argentina,2012,urban,0.006470466274,0.00287872987,0.001813961017,0.005105433442,28.692217500466,21.849130675674,0.312476822224,0.414373928311,13895.6337072986
Latin America & Caribbean,Argentina,2013,urban,0.006666751344,0.002783581533,0.001790946258,0.005234442997,28.715550594911,22.084641804827,0.30728084302,0.410865078127,14071.5086831557
Latin America & Caribbean,Argentina,2014,urban,0.006047794552,0.002647296139,0.001706085037,0.004903100809,26.782133645302,20.105285591214,0.313879157286,0.418225279896,13567.9484159809
Latin America & Caribbean,Argentina,2016,urban,0.006968851857,0.002832644545,0.001789951951,0.005119412973,27.789937817018,20.881012097866,0.323899154652,0.423450476005,13360.2118345982
Latin America & Caribbean,Argentina,2017,urban,0.00603796313,0.002312384585,0.001492270486,0.004372216344,29.094982704798,21.996168406018,0.310679879356,0.414348367311,13595.0373551081
Latin America & Caribbean,Argentina,2018,urban,0.010443242816,0.003775659874,0.002085721067,0.006232049909,26.221883850078,19.941987736339,0.317095288426,0.417190074089,13105.397163317
Latin America & Caribbean,Argentina,2019,urban,0.011097424233,0.004005465787,0.002306397213,0.006723633072,25.535927102058,18.919566286129,0.341801715944,0.433141764144,12716.2242038544
Latin America & Caribbean,Argentina,2020,urban,0.011731251516,0.003668785252,0.002168788331,0.006603524107,22.276253706611,16.61694259541,0.330081111802,0.427437579198,11346.6521128461
Latin America & Caribbean,Argentina,2021,urban,0.008942179246,0.004110785995,0.002517836729,0.006982984592,24.203713666367,17.896223868401,0.324094817443,0.424455905717,12444.3182669731
Latin America & Caribbean,Argentina,2022,urban,0.006118898376,0.002417382958,0.001413071707,0.004119993369,22.859619835098,17.290492960157,0.291339180997,0.407364927914,12940.7384352157
Europe & Central Asia,Armenia,1996,national,0.14373,0.030539989239,0.008666342944,0.036129778323,6.76833557673,4.665916449546,0.330655151239,0.444185809307,989.642343225193
Europe & Central Asia,Armenia,1999,national,0.11899413795,0.028327981473,0.009963298145,0.035577900811,5.100736093031,3.926315488913,0.218430022683,0.362197242998,1166.18796165036
Europe & Central Asia,Armenia,2001,national,0.139747493762,0.030136789266,0.010191808104,0.038163944605,4.846677313434,3.77170135931,0.206337383469,0.353643589726,1385.04479407791
Europe & Central Asia,Armenia,2002,national,0.099666040493,0.021111412493,0.007153839728,0.026400525014,5.084001243336,3.955772554077,0.200002150555,0.347796743436,1582.05762167092
Europe & Central Asia,Armenia,2003,national,0.075395174709,0.011541281633,0.003161880456,0.013728638077,5.225257117722,4.167549150612,0.182094660794,0.330280868704,1815.78822447999
Europe & Central Asia,Armenia,2004,national,0.053178055283,0.01230439111,0.004484710293,0.01582144652,6.478400022102,4.83001696658,0.237383437467,0.375056325361,2018.4601408702
Europe & Central Asia,Armenia,2005,national,0.02629570387,0.006001232169,0.00208074946,0.007509546157,7.138377746884,5.437999035889,0.217762988171,0.359923534438,2312.98286133538
Europe & Central Asia,Armenia,2006,national,0.019985935161,0.00322876694,0.000906947166,0.003851856147,6.89028174669,5.837728596836,0.145872664143,0.297099847661,2636.256648197
Europe & Central Asia,Armenia,2007,national,0.015362026096,0.002813544865,0.000955683853,0.003535796334,7.675123710191,6.397478455555,0.160137216481,0.312260582589,3019.46556064022
Europe & Central Asia,Armenia,2008,national,0.008796942479,0.00189145614,0.000631720252,0.002365379395,7.844795081321,6.65931854872,0.139794621675,0.291881417271,3250.49861101145
Europe & Central Asia,Armenia,2009,national,0.012476557322,0.001970875417,0.000487946727,0.002290127524,6.972357532389,5.956917663294,0.127763979692,0.280158774016,2810.1928405123
Europe & Central Asia,Armenia,2010,national,0.009514653458,0.001503499293,0.000460758847,0.001849340942,7.118401440702,5.921674201432,0.14875529762,0.299925823432,2889.56622817115
Europe & Central Asia,Armenia,2011,national,0.011850709377,0.001864189136,0.000475215907,0.00218264254,7.266699730845,6.1817682124,0.141577059662,0.2935294582,3043.26278613609
Europe & Central Asia,Armenia,2012,national,0.008322223493,0.001569495111,0.000515085091,0.00194301353,7.527843457668,6.372939945212,0.145134854813,0.296022614259,3278.67044811176
Europe & Central Asia,Armenia,2013,national,0.017382651756,0.003448683744,0.00114826115,0.004276293153,7.810947099477,6.597412922211,0.156559673061,0.305796631523,3402.08385452333
Europe & Central Asia,Armenia,2014,national,0.014391430834,0.002208280288,0.000601240614,0.002632362706,8.011235235286,6.733072195843,0.165166433763,0.314832906537,3538.52939227858
Europe & Central Asia,Armenia,2015,national,0.011463600683,0.002138460817,0.000739090602,0.002696165467,8.588196247777,7.108039250798,0.176379846244,0.323567717962,3666.14182210905
Europe & Central Asia,Armenia,2016,national,0.011079465678,0.001524025406,0.000435949806,0.001858142867,9.041171659143,7.711447342963,0.180756447994,0.325479483558,3689.83008213399
Europe & Central Asia,Armenia,2017,national,0.007856545904,0.00133866736,0.000355074413,0.001572932627,8.796435702745,6.969825454498,0.190806547365,0.336218373633,3985.91669835177
Europe & Central Asia,Armenia,2018,national,0.013398209264,0.002240027347,0.000571786471,0.002612875803,8.794251525572,6.93560849473,0.200198274896,0.344334976829,4215.89939440524
Europe & Central Asia,Armenia,2019,national,0.010300697785,0.001231627058,0.000288480907,0.001417068206,7.906313711139,6.713988560105,0.151652273245,0.300312121859,4561.96779894751
Europe & Central Asia,Armenia,2020,national,0.003520104979,0.00057361281,0.000155273685,0.000676422786,7.473104630174,6.619425842024,0.103866342519,0.251316039294,4256.13122785453
Europe & Central Asia,Armenia,2021,national,0.005235208329,0.00078445846,0.000190529203,0.000901660881,7.779151680968,6.741889337645,0.129754812584,0.279401304413,4526.59748875832
Europe & Central Asia,Armenia,2022,national,0.007810782514,0.00090083031,0.000180755945,0.001009142191,7.712300269241,6.715672636143,0.128744472647,0.279452946048,5116.2057562728
Other High Income Countries,Australia,1981,national,0.00993503048,0.004778268282,0.003189656968,0.008936617372,38.338466601184,32.322157739004,0.185457766008,0.313247561486,31493.8537695041
Other High Income Countries,Australia,1985,national,0.010013097558,0.005630786099,0.003858419167,0.010877106115,39.61507853176,32.708268586058,0.199861238855,0.324964328636,33266.9223500448
Other High Income Countries,Australia,1989,national,0.00744274979,0.004269434861,0.002970240723,0.008288600023,40.713592334319,33.693121267486,0.204648641078,0.331519269633,36515.4434705417
Other High Income Countries,Australia,1995,national,0.007497822673,0.005735548178,0.004595050517,0.012608983797,37.489822182646,31.018077155144,0.199933373135,0.325786281925,39823.14690521705
Other High Income Countries,Australia,2001,national,0.007474116155,0.005752426949,0.004622846156,0.012669704482,43.192814999127,35.176933235389,0.210093957681,0.334620401472,46837.86114912555
Other High Income Countries,Australia,2003,national,0.009973307113,0.007007935839,0.00556021449,0.015213661616,44.54379487106,36.377585848143,0.215412134553,0.334968583844,49147.076008747696
Other High Income Countries,Australia,2004,national,0.00712537196,0.004184104863,0.00351480487,0.009288779591,48.480214592274,39.830037957767,0.199461746943,0.33055769432,50376.588248673244
Other High Income Countries,Australia,2008,national,0.003612324396,0.00309059577,0.002644220498,0.006989700116,61.296533864748,48.249417297443,0.22477772177,0.354285082805,53285.4646430967
Other High Income Countries,Australia,2010,national,0.003491684119,0.002961241847,0.00251138218,0.006579828439,61.075915818022,49.001586300785,0.216345492457,0.346567275956,53847.942386902345
Other High Income Countries,Australia,2014,national,0.004984838032,0.00346814486,0.002581720074,0.007093914009,65.292335032616,52.274580597601,0.216888710083,0.343981983932,56550.001676027256
Other High Income Countries,Australia,2016,national,0.004987417526,0.002926187618,0.002140784241,0.006174232963,63.78437435144,51.968036848713,0.207083816656,0.336852240674,57618.1155959605
Other High Income Countries,Australia,2018,national,0.004970939722,0.003765992551,0.002933077647,0.007835824612,64.610221380819,53.050494711908,0.219152090091,0.34332562752,58800.7629002612
Other High Income Countries,Austria,1994,national,0.002309148347,0.000542176676,0.000127300417,0.000617954918,52.798211322213,44.728746426951,0.168462541577,0.308280190012,32962.8174189767
Other High Income Countries,Austria,1995,national,0.0,0.0,0.0,0.0,51.675168234192,44.657365503913,0.156891567797,0.299143278264,33790.4849857504
Other High Income Countries,Austria,1996,national,0.0,0.0,0.0,0.0,49.579318835989,42.95574839689,0.147286485402,0.29317808267,34537.7395746518
Other High Income Countries,Austria,1997,national,0.002459834857,0.000121591086,6.010319e-06,0.0001246991,49.52977288236,43.246304281817,0.148125598311,0.290653676721,35220.8877426259
Other High Income Countries,Austria,1998,national,0.002394451395,0.000489273593,9.9976408e-05,0.000547320835,51.935690013436,43.768927541336,0.174460584197,0.313407733994,36442.2882333384
Other High Income Countries,Austria,1999,national,0.002260050581,0.000574131826,0.000145849547,0.000662367767,53.480297504359,46.104815943907,0.151269033575,0.296705383611,37664.9432792116
Other High Income Countries,Austria,2000,national,0.0,0.0,0.0,0.0,51.975816313922,44.952508230037,0.145450994075,0.289646925102,38842.8905195831
Other High Income Countries,Austria,2003,national,0.003322032579,0.00254724896,0.002042892411,0.005470725782,55.164535032798,47.833396578918,0.159034864402,0.29465577022,39815.2219533064
Other High Income Countries,Austria,2004,national,0.000816528878,0.000635010596,0.000551083933,0.001512340516,58.215628801707,50.183905470858,0.153422766262,0.297888257546,40651.2266155811
Other High Income Countries,Austria,2005,national,0.00153690105,0.00097660994,0.000756933595,0.002090627646,55.638945553233,48.654761359027,0.1440994707,0.287151853831,41281.2707559522
Other High Income Countries,Austria,2006,national,0.000901100073,0.000457691989,0.000269984916,0.000750677878,56.960120077602,48.875148090047,0.152323543606,0.295875571859,42496.3510516831
Other High Income Countries,Austria,2007,national,0.003722917291,0.002648591776,0.0021365526,0.005884478304,59.324865388892,51.080626071032,0.173204062959,0.305793845669,43937.7128905744
Other High Income Countries,Austria,2008,national,0.004711670196,0.002287578961,0.00154415276,0.004340229006,60.316886358129,52.838926547114,0.173713033833,0.304370649107,44440.055889928
Other High Income Countries,Austria,2009,national,0.006562347203,0.004347601981,0.003488388534,0.009590506898,62.461695792661,53.982433724468,0.193015771037,0.314948032223,42655.1921304813
Other High Income Countries,Austria,2010,national,0.004907025323,0.003395201894,0.002632566865,0.007127024901,63.092818682661,54.965370467533,0.172266917458,0.302516106515,43334.5089644691
Other High Income Countries,Austria,2011,national,0.004154042297,0.002966408765,0.002383328442,0.006480242763,61.909695718592,53.49292073331901,0.180529523494,0.308010022218,44451.0001918473
Other High Income Countries,Austria,2012,national,0.006169173685,0.004307104385,0.003495402911,0.009472562914,60.494463078478,52.697229655886,0.181662211709,0.304755320819,44549.881698231
Other High Income Countries,Austria,2013,national,0.003379978552,0.002262466741,0.001766952746,0.004649866696,63.458127284405,54.359094655684,0.173921784901,0.307528886715,44299.3781845446
Other High Income Countries,Austria,2014,national,0.002242602162,0.001402058868,0.001076067167,0.002994829093,62.479879642218,54.461120777359,0.170256876836,0.305353481033,44245.1687398338
Other High Income Countries,Austria,2015,national,0.006771930205,0.005237959083,0.004422341793,0.012272041667,62.246621273516,54.984206248188,0.186686302788,0.305306866137,44195.8175947748
Other High Income Countries,Austria,2016,national,0.006640635485,0.005082855534,0.004202050474,0.011521251389,65.066214927056,56.993643046627,0.191320496815,0.307950097499,44590.2516278164
Other High Income Countries,Austria,2017,national,0.003180896205,0.002220889739,0.001763053745,0.004878499751,64.195127093966,57.028055664703,0.165126372196,0.297368804851,45281.723399938
Other High Income Countries,Austria,2018,national,0.005683583696,0.00440110337,0.003648216122,0.009971957464,64.868043913029,56.410740314322,0.185216926348,0.308473054028,46154.6250956541
Other High Income Countries,Austria,2019,national,0.00640638887,0.004426997562,0.00356316562,0.009605993667,66.168756705298,57.642870392478,0.178554694513,0.302104301466,46616.3591743242
Other High Income Countries,Austria,2020,national,0.006835775451,0.005501159462,0.004683190728,0.012719047441,66.340538921859,59.103534030797,0.180948864593,0.298006064369,43343.9718951136
Other High Income Countries,Austria,2021,national,0.004858221894,0.003561882388,0.002968851726,0.008192429889,66.217590115129,58.258516319546,0.185767683462,0.307016016813,44984.4197366909
Europe & Central Asia,Azerbaijan,1995,national,0.124205923224,0.034605224074,0.015730248094,0.049563357077,5.290872907893,4.312505548036,0.207496601905,0.346483792717,1102.49789007407
Europe & Central Asia,Azerbaijan,2001,national,0.061576586832,0.011354502137,0.00337373885,0.013755121482,6.459353622894,4.90361662833,0.218443609022,0.364549364246,1614.84885813475
Europe & Central Asia,Azerbaijan,2002,national,0.000795014714,9.7512034e-05,1.9801208e-05,0.000109130794,8.152217324257,6.949713042712,0.106296619755,0.252776662183,1754.13524132991
Europe & Central Asia,Azerbaijan,2003,national,0.000505809657,3.6079201e-05,3.530717e-06,3.7999699e-05,8.493119565589,7.245249244953,0.118232866369,0.268328779352,1918.61103696953
Europe & Central Asia,Azerbaijan,2004,national,0.0,0.0,0.0,0.0,8.74016173346,7.29143867726,0.118159073606,0.26621592515,2077.88527047339
Europe & Central Asia,Azerbaijan,2005,national,0.0,0.0,0.0,0.0,9.718767621881,8.05933421803,0.116494750968,0.26554907705,2631.85145279408
Sub-Saharan Africa,Burundi,1992,national,0.75059,0.31284711429,0.161917550804,0.455206189516,1.803486838495,1.464766372696,0.179306716921,0.33333811746,440.59185674793
Sub-Saharan Africa,Burundi,1998,national,0.794411555483,0.398066899142,0.24401199736,0.663259630786,1.65707994563,1.253965647883,0.30936379504,0.42059556604,330.128930687301
Sub-Saharan Africa,Burundi,2006,national,0.718443183588,0.273451104142,0.126196177386,0.373717838489,2.009710669056,1.532744337829,0.177427620977,0.333598635492,299.769120820711
Sub-Saharan Africa,Burundi,2013,national,0.651328928523,0.252492223351,0.126137972088,0.364013719454,2.290289177268,1.700756490241,0.24668407152,0.386239922929,305.29083523866
Sub-Saharan Africa,Burundi,2020,national,0.620657603876,0.234900974106,0.115326343287,0.335542348289,2.341330827829,1.795874971602,0.232337084003,0.374560924786,263.360988689031
Other High Income Countries,Belgium,1985,national,0.002401877811,0.001931934679,0.001553939,0.003918410106,34.180085285249,30.986667362903,0.113160594042,0.252038515274,25569.4893301131
Other High Income Countries,Belgium,1988,national,0.004778089142,0.004222497381,0.003731509313,0.010281311619,35.942685717464,32.62707421775,0.128221521194,0.257115225105,27772.0520454683
Other High Income Countries,Belgium,1992,national,0.009832838279,0.006972122765,0.005669222309,0.015940615938,38.676902895622,35.40834998422,0.130985908172,0.249462898229,30204.5637515713
Other High Income Countries,Belgium,1995,national,0.004124100702,0.003523308411,0.003014004728,0.008038633654,46.347770410769,40.994947872217,0.155471582745,0.284107669398,31329.892072751
Other High Income Countries,Belgium,1997,national,0.00492479403,0.002725197201,0.002018460096,0.005853740453,45.573064467002,40.669363489005,0.135546451912,0.268321380688,32804.3605402361
Other High Income Countries,Belgium,2000,national,0.003055060094,0.002699820549,0.002385887927,0.00657376284,54.685456332129,44.315654846694,0.215232441355,0.331359138384,35674.7912530713
Other High Income Countries,Belgium,2003,national,0.00294419303,0.001433600152,0.001067303874,0.003032260855,49.018617534607,43.705650248577,0.145889498333,0.281433176418,36617.3803840227
Other High Income Countries,Belgium,2004,national,0.000520219589,0.000229544597,0.000148840434,0.000451112196,52.893401081405,45.123595730326,0.171418090431,0.305414246515,37761.2813189981
Other High Income Countries,Belgium,2005,national,0.001930702323,0.001298960778,0.0010202756,0.002804220576,52.83301037283,45.82290075387,0.159754169302,0.293369022228,38426.0519083731
Other High Income Countries,Belgium,2006,national,0.00168941521,0.001170574945,0.000902492661,0.002461319498,51.938420148401,45.909883403308,0.140507394626,0.280540346444,39147.7635597291
Other High Income Countries,Belgium,2007,national,0.00151451473,0.000804137166,0.000588051489,0.0016652215,53.447708047793,46.368533584277,0.153041083618,0.292376664084,40290.2277563956
Other High Income Countries,Belgium,2008,national,0.001184166603,0.000717091479,0.000543936739,0.001500884181,54.164662848568,47.268735456969,0.14293841979,0.283737185966,40151.8498740394
Other High Income Countries,Belgium,2009,national,0.00107580909,0.00054375048,0.000427317987,0.001154409439,54.725769031417,47.959339976483,0.146925094305,0.285511841503,39025.2207908291
Other High Income Countries,Belgium,2010,national,0.001371152835,0.000960946597,0.000767320627,0.002102726131,54.321917601533,48.206539588178,0.147151735329,0.283748156559,39777.9252767366
Other High Income Countries,Belgium,2011,national,0.001682681789,0.000868091051,0.000620036097,0.001733383314,52.99829401474,47.534985972595,0.142778132246,0.280604294978,39929.0951439359
Other High Income Countries,Belgium,2012,national,0.001565714538,0.001236086007,0.001033234418,0.00282691579,54.504276918497,48.920853059361,0.137692249032,0.274904766914,39975.5736402458
Other High Income Countries,Belgium,2013,national,0.001445080561,0.001203348646,0.001027559545,0.002793244715,54.390823488402,48.951730158661,0.139057538906,0.27668843813,39970.3174974794
Other High Income Countries,Belgium,2014,national,0.000764959588,0.000524291806,0.000388410137,0.001060393175,55.043076589522,49.064108030919,0.139529479075,0.281340052688,40421.4207919096
Other High Income Countries,Belgium,2015,national,0.000707585483,0.000527753862,0.000405697925,0.001079506197,55.694554610805,50.488320985213,0.136032163077,0.277293025828,41008.296719472
Other High Income Countries,Belgium,2016,national,0.000598161542,0.000510514559,0.000446986489,0.001234769209,55.092539506365,49.966891214199,0.135928012307,0.275807305703,41318.0196388476
Other High Income Countries,Belgium,2017,national,0.001478685824,0.001105945193,0.000847041119,0.002228941509,55.701816919692,50.106458910638,0.136295593964,0.273876382302,41825.7628316432
Other High Income Countries,Belgium,2018,national,0.000811135955,0.000596383301,0.00049229004,0.001342110349,57.00797476871,51.246575988241,0.131635578989,0.272141894571,42382.3182763247
Other High Income Countries,Belgium,2019,national,0.00078552465,0.000579393179,0.000461158235,0.00127615775,58.986624716487,52.628465777148,0.132499054611,0.272195459095,43098.4750626966
Other High Income Countries,Belgium,2020,national,0.000547254789,0.000289839828,0.00016834546,0.000480875708,58.747839352424,53.040030391239,0.119911323252,0.259582783211,40655.5571522973
Other High Income Countries,Belgium,2021,national,0.000299653714,0.000212475261,0.000179034551,0.00050101631,61.072616147554,54.495639949461,0.124578581179,0.265776310377,43262.4315898987
Sub-Saharan Africa,Benin,2003,national,0.530894623154,0.182282140665,0.083308334209,0.251564511593,2.758240936064,2.062621812495,0.246343663699,0.385776191998,925.849261137374
Sub-Saharan Africa,Benin,2011,national,0.542616466025,0.197790724191,0.093520689172,0.277269700741,2.995765444851,1.989916616439,0.310530297034,0.434395541638,962.744589699526
Sub-Saharan Africa,Benin,2015,national,0.507092571398,0.228632282841,0.14413325536,0.401936620858,3.006447635336,2.123896033109,0.431445312028,0.476296381084,1041.65252315983
Sub-Saharan Africa,Benin,2018,national,0.200821865179,0.048043746961,0.016938250941,0.060434653456,4.658511325845,3.481832567791,0.236626270775,0.379486444976,1111.22724747423
Sub-Saharan Africa,Benin,2021,national,0.127232785827,0.028640198212,0.009900629379,0.035922146611,5.017792309586,4.001464314345,0.195706640554,0.343958073714,1214.07758989944
Sub-Saharan Africa,Burkina Faso,1994,national,0.820794173065,0.466758040463,0.301177917285,0.786755628675,1.596088651092,0.957086895842,0.382925881035,0.480252399485,345.48170262854
Sub-Saharan Africa,Burkina Faso,1998,national,0.799178962558,0.410293304146,0.24688119416,0.662351184837,1.928645520964,1.163497750544,0.423564246986,0.498779486741,416.741699695686
Sub-Saharan Africa,Burkina Faso,2003,national,0.547037376106,0.220658288959,0.111773913852,0.32173795846,2.807143215948,1.892625449164,0.314886824344,0.432512782742,470.129582544017
Sub-Saharan Africa,Burkina Faso,2009,national,0.526491697128,0.182022435214,0.083970224086,0.252865162394,2.83743058166,2.053224550195,0.263123336379,0.397610015007,535.516834528107
Sub-Saharan Africa,Burkina Faso,2014,national,0.396028586897,0.095101035467,0.032216681479,0.117901337305,3.277992803601,2.448356737004,0.20151062744,0.353012275455,626.626250796789
Sub-Saharan Africa,Burkina Faso,2018,national,0.312038230194,0.084132700724,0.031886353693,0.108093181382,4.284381086729,2.883932261422,0.304067433933,0.430167316372,696.044570830807
Sub-Saharan Africa,Burkina Faso,2021,national,0.252770730541,0.06274181002,0.022257746642,0.078990644943,4.136693248955,3.120702238112,0.228788855113,0.37391286077,738.418660149
South Asia,Bangladesh,1983,national,0.372840000001,0.093271557505,0.033454008122,0.117338993181,2.750621685204,2.459153677678,0.109425762469,0.258764897121,450.03405356547
